Duration;ProcessName;ProcessID;CPUms/s;User%;Deadlines;(<2ms,2-5ms);Wakeups;(intr,pkg,idle);EnergyImpact;;;;;;;;
01:02:19;Identity,API;6071;3,24;78,650,000,00;0,00;0,00;6,72;0,40;0,32;;;;;;;;
01:02:24;Identity,API;6071;4,82;77,700,000,00;0,00;0,00;5,55;0,20;1,06;;;;;;;;
01:02:29;Identity,API;6071;3,39;54,930,000,00;0,00;0,00;6,12;0,79;0,54;;;;;;;;
01:02:34;Identity,API;6071;2,73;69,680,000,00;0,00;0,00;5,73;0,59;0,21;;;;;;;;
01:02:39;Identity,API;6071;3,33;60,430,000,00;0,00;0,00;6,33;0,79;0,46;;;;;;;;
01:02:44;Identity,API;6071;2,19;78,990,000,00;0,00;0,00;5,94;0,20;0,30;;;;;;;;
01:02:49;Identity,API;6071;1,89;66,700,000,00;0,00;0,00;5,93;0,20;0,41;;;;;;;;
01:02:54;Identity,API;6071;3,61;51,610,000,00;0,00;0,00;5,73;0,79;0,28;;;;;;;;
01:02:59;Identity,API;6071;4,16;66,630,000,00;0,00;0,00;6,92;0,40;0,24;;;;;;;;
01:03:04;Identity,API;6071;1,99;61,720,000,00;0,00;0,00;5,14;0,40;0,18;;;;;;;;
01:03:09;Identity,API;6071;5,05;62,580,000,00;0,00;0,00;7,14;0,79;0,37;;;;;;;;
01:03:14;Identity,API;6071;2,57;54,390,000,00;0,00;0,00;5,53;0,20;0,46;;;;;;;;
01:03:19;Identity,API;6071;3,97;51,980,000,00;0,00;0,00;6,52;0,00;0,34;;;;;;;;
01:03:24;Identity,API;6071;2,19;67,390,000,00;0,00;0,00;5,53;0,79;0,30;;;;;;;;
01:03:30;Identity,API;6071;2,43;73,580,000,00;0,00;0,00;6,52;0,59;0,27;;;;;;;;
01:03:35;Identity,API;6071;4,88;81,360,000,00;0,00;0,00;5,92;0,79;0,62;;;;;;;;
01:03:40;Identity,API;6071;2,44;61,000,000,00;0,00;0,00;5,14;0,40;0,18;;;;;;;;
01:03:45;Identity,API;6071;0,98;87,460,000,00;0,00;0,00;4,35;0,20;0,15;;;;;;;;
01:03:50;Identity,API;6071;1,95;71,310,000,00;0,00;0,00;5,33;0,39;0,16;;;;;;;;
01:03:55;Identity,API;6071;1,48;84,720,000,00;0,00;0,00;4,94;1,19;0,08;;;;;;;;
01:04:00;Identity,API;6071;1,95;66,610,000,00;0,00;0,00;5,14;1,19;0,16;;;;;;;;
01:04:05;Identity,API;6071;0,96;58,830,000,00;0,00;0,00;3,75;0,20;0,10;;;;;;;;
01:04:10;Identity,API;6071;3,00;80,280,000,00;0,00;0,00;5,93;0,20;0,25;;;;;;;;
01:04:15;Identity,API;6071;0,75;73,020,000,00;0,00;0,00;3,56;0,59;0,06;;;;;;;;
01:04:20;Identity,API;6071;2,65;78,910,000,00;0,00;0,00;6,13;0,40;0,11;;;;;;;;
01:04:25;Identity,API;6071;0,92;83,830,000,00;0,00;0,00;3,56;0,00;0,06;;;;;;;;
01:04:30;Identity,API;6071;6,34;85,460,000,00;0,00;0,00;6,12;0,39;0,84;;;;;;;;
01:04:35;Identity,API;6071;1,64;69,530,000,00;0,00;0,00;4,15;0,00;0,15;;;;;;;;
01:04:40;Identity,API;6071;1,41;80,400,000,00;0,00;0,00;5,34;0,79;0,26;;;;;;;;
01:04:45;Identity,API;6071;2,06;88,740,000,00;0,00;0,00;4,95;0,99;0,11;;;;;;;;
01:04:50;Identity,API;6071;2,06;62,600,000,00;0,00;0,00;5,74;0,79;0,20;;;;;;;;
01:04:56;Identity,API;6071;2,40;81,460,000,00;0,00;0,00;5,14;0,59;0,14;;;;;;;;
01:05:01;Identity,API;6071;1,73;48,100,000,00;0,00;0,00;4,35;0,40;0,07;;;;;;;;
01:05:06;Identity,API;6071;2,79;69,750,000,00;0,00;0,00;5,34;0,59;0,16;;;;;;;;
01:05:11;Identity,API;6071;1,38;77,280,000,00;0,00;0,00;4,54;0,59;0,06;;;;;;;;
01:05:16;Identity,API;6071;2,92;65,220,000,00;0,00;0,00;4,94;0,79;0,16;;;;;;;;
01:05:21;Identity,API;6071;1,82;45,770,000,00;0,00;0,00;4,74;0,99;0,22;;;;;;;;
01:00:53;Mobile,Bff,S;6096;3,65;86,940,000,00;0,00;0,00;4,98;0,60;0,22;;;;;;;;
01:00:58;Mobile,Bff,S;6096;1,14;89,760,000,00;0,00;0,00;4,37;0,00;0,25;;;;;;;;
01:01:03;Mobile,Bff,S;6096;2,25;69,190,000,00;0,00;0,00;4,75;0,59;0,12;;;;;;;;
01:01:08;Mobile,Bff,S;6096;1,00;84,740,000,00;0,00;0,00;3,97;0,60;0,06;;;;;;;;
01:01:13;Mobile,Bff,S;6096;0,74;71,320,000,00;0,00;0,00;4,58;0,00;0,22;;;;;;;;
01:01:18;Mobile,Bff,S;6096;1,65;81,960,000,00;0,00;0,00;4,75;0,59;0,12;;;;;;;;
01:01:23;Mobile,Bff,S;6096;10,34;90,070,000,00;0,00;0,00;5,53;0,20;2,56;;;;;;;;
01:01:28;Mobile,Bff,S;6096;0,85;78,460,000,00;0,00;0,00;4,35;0,00;0,07;;;;;;;;
01:01:33;Mobile,Bff,S;6096;1,69;82,860,000,00;0,00;0,00;4,95;0,40;0,14;;;;;;;;
01:01:38;Mobile,Bff,S;6096;0,56;82,600,000,00;0,00;0,00;3,57;0,00;0,09;;;;;;;;
01:01:43;Mobile,Bff,S;6096;1,54;82,080,000,00;0,00;0,00;5,36;0,79;0,25;;;;;;;;
01:01:48;Mobile,Bff,S;6096;0,97;91,370,000,00;0,00;0,00;3,76;0,59;0,11;;;;;;;;
01:01:54;Mobile,Bff,S;6096;1,78;69,120,000,00;0,00;0,00;5,15;0,79;0,14;;;;;;;;
01:01:59;Mobile,Bff,S;6096;1,07;89,820,000,00;0,00;0,00;3,76;0,40;0,07;;;;;;;;
01:02:04;Mobile,Bff,S;6096;1,47;75,980,000,00;0,00;0,00;4,57;0,20;0,09;;;;;;;;
01:02:09;Mobile,Bff,S;6096;1,50;86,480,000,00;0,00;0,00;4,75;0,20;0,12;;;;;;;;
01:02:14;Mobile,Bff,S;6096;1,89;75,030,000,00;0,00;0,00;4,95;0,40;0,16;;;;;;;;
01:02:19;Mobile,Bff,S;6096;1,59;74,130,000,00;0,00;0,00;4,35;0,40;0,14;;;;;;;;
01:02:24;Mobile,Bff,S;6096;1,19;82,360,000,00;0,00;0,00;4,96;0,59;0,35;;;;;;;;
01:02:29;Mobile,Bff,S;6096;0,92;88,200,000,00;0,00;0,00;3,56;0,00;0,07;;;;;;;;
01:02:34;Mobile,Bff,S;6096;1,39;74,000,000,20;0,00;0,20;4,54;0,00;0,10;;;;;;;;
01:02:39;Mobile,Bff,S;6096;1,50;91,590,000,00;0,00;0,00;4,16;0,20;0,09;;;;;;;;
01:02:44;Mobile,Bff,S;6096;0,83;74,680,000,00;0,00;0,00;4,36;0,79;0,08;;;;;;;;
01:02:49;Mobile,Bff,S;6096;0,69;85,250,000,00;0,00;0,00;4,15;0,20;0,17;;;;;;;;
01:02:54;Mobile,Bff,S;6096;1,97;84,710,000,00;0,00;0,00;5,34;0,20;0,23;;;;;;;;
01:02:59;Mobile,Bff,S;6096;0,72;79,420,000,00;0,00;0,00;3,36;0,40;0,03;;;;;;;;
01:03:04;Mobile,Bff,S;6096;2,19;85,210,000,00;0,00;0,00;5,54;0,79;0,12;;;;;;;;
01:03:09;Mobile,Bff,S;6096;0,43;80,790,000,00;0,00;0,00;3,37;0,00;0,03;;;;;;;;
01:03:14;Mobile,Bff,S;6096;3,58;77,530,000,00;0,00;0,00;5,73;0,79;0,15;;;;;;;;
01:03:19;Mobile,Bff,S;6096;1,13;88,010,000,00;0,00;0,00;3,95;0,20;0,08;;;;;;;;
01:03:24;Mobile,Bff,S;6096;1,73;60,440,000,00;0,00;0,00;4,55;0,59;0,16;;;;;;;;
01:03:30;Mobile,Bff,S;6096;0,79;85,640,000,00;0,00;0,00;3,95;0,20;0,06;;;;;;;;
01:03:35;Mobile,Bff,S;6096;1,12;80,720,000,00;0,00;0,00;4,54;0,39;0,12;;;;;;;;
01:03:40;Mobile,Bff,S;6096;0,79;81,670,000,00;0,00;0,00;3,76;0,79;0,03;;;;;;;;
01:03:45;Mobile,Bff,S;6096;3,06;77,990,000,00;0,00;0,00;5,34;0,40;0,41;;;;;;;;
01:03:50;Mobile,Bff,S;6096;0,89;86,400,000,00;0,00;0,00;3,75;0,59;0,08;;;;;;;;
01:03:55;Mobile,Bff,S;6096;1,61;77,520,000,00;0,00;0,00;5,34;0,99;0,19;;;;;;;;
01:04:00;Mobile,Bff,S;6096;0,88;90,580,000,00;0,00;0,00;3,56;0,20;0,06;;;;;;;;
01:04:05;Mobile,Bff,S;6096;2,00;78,430,000,00;0,00;0,00;5,34;0,00;0,14;;;;;;;;
01:04:10;Mobile,Bff,S;6096;0,92;88,900,000,00;0,00;0,00;3,56;0,59;0,06;;;;;;;;
01:04:15;Mobile,Bff,S;6096;1,29;68,640,000,00;0,00;0,00;4,74;0,20;0,10;;;;;;;;
01:04:20;Mobile,Bff,S;6096;1,53;91,670,000,00;0,00;0,00;4,35;0,20;0,12;;;;;;;;
01:04:25;Mobile,Bff,S;6096;1,75;60,210,000,00;0,00;0,00;4,74;0,40;0,12;;;;;;;;
01:04:30;Mobile,Bff,S;6096;1,23;88,700,000,00;0,00;0,00;4,34;0,39;0,10;;;;;;;;
01:04:35;Mobile,Bff,S;6096;1,34;78,090,000,00;0,00;0,00;4,55;0,40;0,13;;;;;;;;
01:04:40;Mobile,Bff,S;6096;0,98;83,650,000,00;0,00;0,00;4,35;0,20;0,09;;;;;;;;
01:04:45;Mobile,Bff,S;6096;2,33;73,480,000,00;0,00;0,00;4,75;0,59;0,18;;;;;;;;
01:04:50;Mobile,Bff,S;6096;0,46;82,460,000,00;0,00;0,00;3,17;0,40;0,03;;;;;;;;
01:04:56;Mobile,Bff,S;6096;1,94;74,170,000,00;0,00;0,00;5,34;0,79;0,11;;;;;;;;
01:05:01;Mobile,Bff,S;6096;1,22;92,640,000,00;0,00;0,00;3,95;0,59;0,19;;;;;;;;
01:05:06;Mobile,Bff,S;6096;1,30;73,190,000,00;0,00;0,00;4,94;0,20;0,05;;;;;;;;
01:05:11;Mobile,Bff,S;6096;1,27;90,340,000,00;0,00;0,00;3,95;0,40;0,09;;;;;;;;
01:05:16;Mobile,Bff,S;6096;1,01;72,080,000,00;0,00;0,00;4,15;0,59;0,05;;;;;;;;
01:05:21;Mobile,Bff,S;6096;1,66;87,510,000,00;0,00;0,00;4,74;0,40;0,07;;;;;;;;
01:00:53;eShop,AppHost;5983;0,96;41,800,000,00;0,00;0,00;1,79;0,00;0,14;;;;;;;;
01:00:58;eShop,AppHost;5983;0,13;72,700,000,00;0,00;0,00;1,39;0,00;0,01;;;;;;;;
01:01:03;eShop,AppHost;5983;1,25;78,090,000,00;0,00;0,00;1,78;0,00;0,14;;;;;;;;
01:01:08;eShop,AppHost;5983;1,66;62,420,000,00;0,00;0,00;1,98;0,00;0,28;;;;;;;;
01:01:13;eShop,AppHost;5983;0,17;64,100,000,00;0,00;0,00;1,59;0,00;0,01;;;;;;;;
01:01:18;eShop,AppHost;5983;0,41;72,150,000,00;0,00;0,00;1,78;0,20;0,01;;;;;;;;
01:01:23;eShop,AppHost;5983;1,03;39,580,000,00;0,00;0,00;1,78;0,20;0,16;;;;;;;;
01:01:28;eShop,AppHost;5983;0,12;76,430,000,00;0,00;0,00;1,38;0,00;0,00;;;;;;;;
01:01:33;eShop,AppHost;5983;0,60;55,020,000,00;0,00;0,00;1,78;0,20;0,04;;;;;;;;
01:01:38;eShop,AppHost;5983;0,70;70,890,000,00;0,00;0,00;1,78;0,20;0,05;;;;;;;;
01:01:43;eShop,AppHost;5983;0,12;75,580,000,00;0,00;0,00;1,39;0,00;0,01;;;;;;;;
01:01:48;eShop,AppHost;5983;0,32;65,080,000,00;0,00;0,00;1,78;0,20;0,04;;;;;;;;
01:01:54;eShop,AppHost;5983;0,88;66,010,000,00;0,00;0,00;2,18;0,00;0,11;;;;;;;;
01:01:59;eShop,AppHost;5983;0,10;77,420,000,00;0,00;0,00;1,19;0,00;0,00;;;;;;;;
01:02:04;eShop,AppHost;5983;0,32;73,740,000,00;0,00;0,00;1,79;0,40;0,02;;;;;;;;
01:02:09;eShop,AppHost;5983;0,77;64,130,000,00;0,00;0,00;2,18;0,40;0,06;;;;;;;;
01:02:14;eShop,AppHost;5983;0,11;77,390,000,00;0,00;0,00;1,19;0,00;0,01;;;;;;;;
01:02:19;eShop,AppHost;5983;0,50;56,010,000,00;0,00;0,00;1,78;0,00;0,02;;;;;;;;
01:02:24;eShop,AppHost;5983;1,18;50,230,000,00;0,00;0,00;1,98;0,40;0,05;;;;;;;;
01:02:29;eShop,AppHost;5983;0,12;78,840,000,00;0,00;0,00;1,19;0,00;0,00;;;;;;;;
01:02:34;eShop,AppHost;5983;0,47;50,350,000,00;0,00;0,00;1,78;0,00;0,05;;;;;;;;
01:02:39;eShop,AppHost;5983;1,09;39,480,000,00;0,00;0,00;1,98;0,00;0,13;;;;;;;;
01:02:44;eShop,AppHost;5983;0,11;79,310,000,00;0,00;0,00;1,19;0,00;0,00;;;;;;;;
01:02:49;eShop,AppHost;5983;0,47;54,530,000,00;0,00;0,00;1,78;0,00;0,02;;;;;;;;
01:02:54;eShop,AppHost;5983;0,61;70,700,000,00;0,00;0,00;1,98;0,00;0,05;;;;;;;;
01:02:59;eShop,AppHost;5983;0,13;76,070,000,00;0,00;0,00;1,19;0,20;0,00;;;;;;;;
01:03:04;eShop,AppHost;5983;0,42;67,510,000,00;0,00;0,00;1,78;0,00;0,01;;;;;;;;
01:03:09;eShop,AppHost;5983;1,42;74,350,000,00;0,00;0,00;1,98;0,00;0,07;;;;;;;;
01:03:14;eShop,AppHost;5983;0,18;70,520,000,00;0,00;0,00;1,38;0,00;0,00;;;;;;;;
01:03:19;eShop,AppHost;5983;0,48;43,170,000,00;0,00;0,00;1,78;0,00;0,08;;;;;;;;
01:03:24;eShop,AppHost;5983;3,19;82,400,000,00;0,00;0,00;2,17;0,00;0,27;;;;;;;;
01:03:30;eShop,AppHost;5983;0,16;66,480,000,00;0,00;0,00;1,19;0,00;0,00;;;;;;;;
01:03:35;eShop,AppHost;5983;0,39;70,140,000,00;0,00;0,00;1,78;0,00;0,02;;;;;;;;
01:03:40;eShop,AppHost;5983;0,52;59,310,000,00;0,00;0,00;2,17;0,00;0,18;;;;;;;;
01:03:45;eShop,AppHost;5983;0,10;79,050,000,00;0,00;0,00;0,99;0,00;0,01;;;;;;;;
01:03:50;eShop,AppHost;5983;0,33;70,860,000,00;0,00;0,00;1,97;0,00;0,03;;;;;;;;
01:03:55;eShop,AppHost;5983;1,12;38,670,000,00;0,00;0,00;2,17;0,20;0,17;;;;;;;;
01:04:00;eShop,AppHost;5983;0,45;39,030,000,00;0,00;0,00;1,19;0,20;0,08;;;;;;;;
01:04:05;eShop,AppHost;5983;0,16;71,940,000,00;0,00;0,00;1,58;0,00;0,00;;;;;;;;
01:04:10;eShop,AppHost;5983;3,68;73,300,000,00;0,00;0,00;2,17;0,59;0,19;;;;;;;;
01:04:15;eShop,AppHost;5983;0,50;56,150,000,00;0,00;0,00;1,38;0,40;0,02;;;;;;;;
01:04:20;eShop,AppHost;5983;0,16;71,100,000,00;0,00;0,00;1,58;0,00;0,00;;;;;;;;
01:04:25;eShop,AppHost;5983;1,59;33,680,000,00;0,00;0,00;2,17;0,00;0,11;;;;;;;;
01:04:30;eShop,AppHost;5983;0,30;68,250,000,00;0,00;0,00;1,38;0,00;0,02;;;;;;;;
01:04:35;eShop,AppHost;5983;0,12;74,150,000,00;0,00;0,00;1,58;0,00;0,01;;;;;;;;
01:04:40;eShop,AppHost;5983;0,70;67,140,000,00;0,00;0,00;2,17;0,00;0,05;;;;;;;;
01:04:45;eShop,AppHost;5983;0,22;78,210,000,00;0,00;0,00;1,39;0,20;0,08;;;;;;;;
01:04:50;eShop,AppHost;5983;0,14;71,730,000,00;0,00;0,00;1,39;0,00;0,00;;;;;;;;
01:04:56;eShop,AppHost;5983;0,93;48,230,000,00;0,00;0,00;2,17;0,20;0,10;;;;;;;;
01:05:01;eShop,AppHost;5983;0,40;55,330,000,00;0,00;0,00;1,38;0,00;0,04;;;;;;;;
01:05:06;eShop,AppHost;5983;0,13;75,590,000,00;0,00;0,00;1,38;0,40;0,00;;;;;;;;
01:05:11;eShop,AppHost;5983;0,88;59,390,000,00;0,00;0,00;2,17;0,40;0,05;;;;;;;;
01:05:16;eShop,AppHost;5983;0,33;72,760,000,00;0,00;0,00;1,38;0,20;0,02;;;;;;;;
01:05:21;eShop,AppHost;5983;0,13;74,430,000,00;0,00;0,00;1,58;0,00;0,01;;AVERAGEENERGYIMPACTFORINTERACTINGWITHTHEAppfor5MINSUSINGCHROME;;;;;;
;;;;;;;;;;;;68,93;Average energy conumed in five minute by the application both server-side and client by one user;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
